Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Valor;Unidad;Estado dato
2001;Zonas Estadísticas;08;Sudeste Comunidad;De 45 a 49 años;Total;1;Número;
2001;Zonas Estadísticas;09;Sudoeste Comunidad;De 45 a 49 años;Total;0;Número;
2001;Zonas Estadísticas;04;Sur Metropolitano;De 45 a 49 años;Total;12;Número;
2002;Comunidad de Madrid;;Comunidad de Madrid;De 45 a 49 años;Total;90;Número;
2002;Municipios;0014;Acebeda (La);De 45 a 49 años;Total;0;Número;
2002;Municipios;0029;Ajalvir;De 45 a 49 años;Total;0;Número;
2002;Municipios;0035;Alameda del Valle;De 45 a 49 años;Total;0;Número;
2002;Municipios;0040;Álamo (El);De 45 a 49 años;Total;0;Número;
2002;Municipios;0053;Alcalá de Henares;De 45 a 49 años;Total;1;Número;
2002;Municipios;0066;Alcobendas;De 45 a 49 años;Total;3;Número;
2002;Municipios;0072;Alcorcón;De 45 a 49 años;Total;1;Número;
2002;Municipios;0088;Aldea del Fresno;De 45 a 49 años;Total;0;Número;
2002;Municipios;0091;Algete;De 45 a 49 años;Total;1;Número;
2002;Municipios;0105;Alpedrete;De 45 a 49 años;Total;0;Número;
2002;Municipios;0112;Ambite;De 45 a 49 años;Total;0;Número;
2002;Municipios;0127;Anchuelo;De 45 a 49 años;Total;0;Número;
2002;Municipios;0133;Aranjuez;De 45 a 49 años;Total;0;Número;
2002;Municipios;0148;Arganda del Rey;De 45 a 49 años;Total;1;Número;
2002;Municipios;0151;Arroyomolinos;De 45 a 49 años;Total;0;Número;
2002;Municipios;0164;Atazar (El);De 45 a 49 años;Total;0;Número;
2002;Municipios;0170;Batres;De 45 a 49 años;Total;0;Número;
2002;Municipios;0186;Becerril de la Sierra;De 45 a 49 años;Total;0;Número;
2002;Municipios;0199;Belmonte de Tajo;De 45 a 49 años;Total;0;Número;
2002;Municipios;0210;Berrueco (El);De 45 a 49 años;Total;0;Número;
2002;Municipios;0203;Berzosa del Lozoya;De 45 a 49 años;Total;0;Número;
2002;Municipios;0225;Boadilla del Monte;De 45 a 49 años;Total;3;Número;
2002;Municipios;0231;Boalo (El);De 45 a 49 años;Total;0;Número;
2002;Municipios;0246;Braojos;De 45 a 49 años;Total;0;Número;
2002;Municipios;0259;Brea de Tajo;De 45 a 49 años;Total;0;Número;
2002;Municipios;0262;Brunete;De 45 a 49 años;Total;0;Número;
2002;Municipios;0278;Buitrago del Lozoya;De 45 a 49 años;Total;0;Número;
2002;Municipios;0284;Bustarviejo;De 45 a 49 años;Total;0;Número;
2002;Municipios;0297;Cabanillas de la Sierra;De 45 a 49 años;Total;0;Número;
2002;Municipios;0301;Cabrera (La);De 45 a 49 años;Total;0;Número;
2002;Municipios;0318;Cadalso de los Vidrios;De 45 a 49 años;Total;0;Número;
2002;Municipios;0323;Camarma de Esteruelas;De 45 a 49 años;Total;0;Número;
